	Name	shannon	evenness	observed	Group	Study
499	HLH22	6.241264512	0.760253361	296	LA	Study5
500	HLH23	5.808233126	0.742723812	226	LA	Study5
501	HLH24	5.654901935	0.757257718	177	LA	Study5
502	HLH25	5.084577645	0.669688036	193	LA	Study5
503	HLH26	5.829570766	0.740120386	235	LA	Study5
504	HLH27	5.647799189	0.755484293	178	LA	Study5
505	HLH28	7.170743553	0.824510789	415	LA	Study5
506	HLH29	2.22673168	0.354270356	78	LA	Study5
507	HLH3	6.857002639	0.78262427	434	LA	Study5
508	HLH30	4.95088735	0.683076278	152	LA	Study5
509	HLH31	7.130040085	0.827658762	392	LA	Study5
510	HLH32	3.88148947	0.525683223	167	LA	Study5
511	HLH33	7.339136062	0.839901416	427	LA	Study5
512	HLH34	5.795224678	0.792467856	159	LA	Study5
513	HLH35	6.808969517	0.793824076	382	LA	Study5
514	HLH4	7.292957943	0.83991276	411	LA	Study5
515	HLH5	6.979643421	0.774309693	517	LA	Study5
516	HLH6	6.957047878	0.782949089	473	LA	Study5
517	HLH7	5.302307652	0.69632432	196	LA	Study5
518	HLH8	7.211783966	0.823117251	434	LA	Study5
519	HLH9	5.161197149	0.660524914	225	LA	Study5
520	IHT1	6.325188735	0.724425337	425	HT	Study6
521	IHT10	7.463105369	0.834291233	493	HT	Study6
522	IHT11	5.841385401	0.691865983	348	HT	Study6
523	IHT12	7.079460715	0.802064445	454	HT	Study6
524	IHT13	6.782947712	0.774172008	434	HT	Study6
525	IHT14	5.45411912	0.699747	222	HT	Study6
526	IHT15	7.223747818	0.814652164	467	HT	Study6
527	IHT16	6.251565721	0.730457865	377	HT	Study6
528	IHT17	6.307070335	0.753079479	332	HT	Study6
529	IHT18	6.811224096	0.78930845	396	HT	Study6
530	IHT19	6.747196054	0.796060436	356	HT	Study6
531	IHT2	6.933073969	0.797822277	413	HT	Study6
532	IHT20	6.273000224	0.748237295	334	HT	Study6
533	IHT21	6.557468049	0.775542788	351	HT	Study6
534	IHT22	5.668914422	0.758308797	178	HT	Study6
535	IHT23	6.585971253	0.757879493	413	HT	Study6
536	IHT24	7.199004332	0.84116037	377	HT	Study6
537	IHT25	6.798913934	0.778984406	424	HT	Study6
538	IHT26	5.620596948	0.667365676	343	HT	Study6
539	IHT27	6.071432686	0.727228456	326	HT	Study6
540	IHT28	7.057892326	0.801656894	447	HT	Study6
541	IHT29	5.086350429	0.596466039	369	HT	Study6
542	IHT3	7.472244419	0.831032226	509	HT	Study6
543	IHT30	5.766855351	0.722392583	253	HT	Study6
544	IHT4	6.899010152	0.777489559	469	HT	Study6
545	IHT5	5.964438821	0.701383002	363	HT	Study6
546	IHT6	7.163839445	0.81369069	447	HT	Study6
547	IHT7	6.033767749	0.705009481	377	HT	Study6
548	IHT8	6.271094144	0.736415593	366	HT	Study6
549	IHT9	6.912083358	0.802358232	392	HT	Study6
550	ILH1	7.346117267	0.836246173	441	LA	Study6
551	ILH10	7.121655486	0.802025871	471	LA	Study6
552	ILH11	5.983999751	0.736104247	280	LA	Study6
553	ILH12	6.634386878	0.792987254	330	LA	Study6
554	ILH13	5.085865352	0.68562503	171	LA	Study6
555	ILH14	6.74871156	0.813175371	315	LA	Study6
556	ILH15	6.676133286	0.77332758	397	LA	Study6
557	ILH16	6.981623817	0.809397111	395	LA	Study6
558	ILH17	5.740490746	0.748889652	203	LA	Study6
559	ILH18	5.805247126	0.729302226	249	LA	Study6
560	ILH19	7.879387595	0.859734601	574	LA	Study6
561	ILH2	6.923776744	0.815728939	359	LA	Study6
562	ILH20	5.39635272	0.652038618	310	LA	Study6
563	ILH21	7.175623623	0.812666925	455	LA	Study6
564	ILH24	7.01748011	0.8027806	428	LA	Study6
565	ILH25	6.491385758	0.754494151	389	LA	Study6
566	ILH26	6.386022415	0.765723893	324	LA	Study6
567	ILH27	6.460596538	0.762246311	356	LA	Study6
568	ILH28	6.840059074	0.798153363	380	LA	Study6
569	ILH29	6.265053524	0.752429782	321	LA	Study6
570	ILH3	7.459877617	0.849830493	439	LA	Study6
571	ILH30	6.901539696	0.788910329	430	LA	Study6
572	ILH31	5.687805176	0.683102545	321	LA	Study6
573	ILH33	5.798405453	0.760012376	198	LA	Study6
574	ILH34	6.37240058	0.760486077	333	LA	Study6
575	ILH35	5.733710207	0.712275538	265	LA	Study6
576	ILH36	5.774898844	0.724962996	250	LA	Study6
577	ILH37	6.608141609	0.774215396	371	LA	Study6
578	ILH38	6.622161521	0.805223756	299	LA	Study6
579	ILH39	7.02966296	0.797866841	449	LA	Study6
580	ILH4	7.472354828	0.838658192	481	LA	Study6
581	ILH40	5.901823254	0.722827989	287	LA	Study6
582	ILH42	4.675439371	0.640139612	158	LA	Study6
583	ILH43	6.615968331	0.75454257	436	LA	Study6
584	ILH5	7.035988722	0.807412266	420	LA	Study6
585	ILH6	7.152304802	0.826071853	404	LA	Study6
586	ILH7	3.878720493	0.524089134	169	LA	Study6
587	ILH8	6.913572612	0.800494744	398	LA	Study6
588	ILH9	5.885157015	0.686121346	382	LA	Study6
589	ILT1	7.113876596	0.796824991	487	LT	Study6
590	ILT10	7.150606087	0.808964954	458	LT	Study6
591	ILT11	5.379433156	0.646067221	321	LT	Study6
592	ILT12	7.288418599	0.814231569	495	LT	Study6
593	ILT13	5.293824196	0.669012793	241	LT	Study6
594	ILT14	6.261036252	0.75317267	318	LT	Study6
595	ILT15	7.100053501	0.814123696	422	LT	Study6
596	ILT16	6.372487059	0.762082027	329	LT	Study6
597	ILT17	5.636008147	0.667213522	349	LT	Study6
598	ILT18	5.984422968	0.742420136	267	LT	Study6
599	ILT19	7.387483285	0.826108057	492	LT	Study6
600	ILT2	5.950768754	0.710536207	332	LT	Study6
601	ILT20	7.375983522	0.840588321	438	LT	Study6
602	ILT21	7.054488927	0.810497137	417	LT	Study6
603	ILT22	5.69393193	0.734872252	215	LT	Study6
604	ILT23	6.274156123	0.722579758	411	LT	Study6
605	ILT24	6.789218333	0.791870506	381	LT	Study6
606	ILT25	6.458897008	0.740315978	423	LT	Study6
607	ILT26	5.720979371	0.715122421	256	LT	Study6
608	ILT27	7.058576747	0.805630939	434	LT	Study6
609	ILT28	6.516998284	0.782266632	322	LT	Study6
610	ILT29	7.15763103	0.804149886	478	LT	Study6
611	ILT30	4.969882184	0.66698985	175	LT	Study6
612	ILT31	7.350973633	0.837111094	440	LT	Study6
613	ILT32	7.287322841	0.838587404	413	LT	Study6
614	ILT33	7.277329261	0.818433006	475	LT	Study6
615	ILT34	6.595133323	0.758933816	413	LT	Study6
616	ILT35	7.509287234	0.844231713	476	LT	Study6
617	ILT36	6.813802141	0.788282682	400	LT	Study6
618	ILT37	6.413878726	0.775422523	309	LT	Study6
619	ILT38	6.582704299	0.746593686	451	LT	Study6
620	ILT39	7.641929335	0.850981131	505	LT	Study6
621	ILT4	6.931063172	0.790777492	435	LT	Study6
622	ILT40	7.666767133	0.846916266	531	LT	Study6
623	ILT41	6.709530313	0.774932597	404	LT	Study6
624	ILT42	6.328855872	0.721254639	438	LT	Study6
625	ILT43	7.266711521	0.824771856	449	LT	Study6
626	ILT44	7.218567055	0.831681964	410	LT	Study6
627	ILT45	5.619653254	0.696237311	269	LT	Study6
628	ILT46	7.635131356	0.854081738	491	LT	Study6
629	ILT47	6.005108105	0.691594132	411	LT	Study6
630	ILT48	7.521136846	0.848189965	467	LT	Study6
631	ILT49	6.431545479	0.761020568	350	LT	Study6
632	ILT5	6.41471635	0.74786005	382	LT	Study6
633	ILT50	6.120761713	0.730078435	334	LT	Study6
634	ILT51	7.264756842	0.816462466	477	LT	Study6
635	ILT52	5.290058016	0.712344387	172	LT	Study6
636	ILT53	6.566007189	0.777310583	349	LT	Study6
637	ILT54	6.549745033	0.758687441	397	LT	Study6
638	ILT55	6.768902172	0.782436912	402	LT	Study6
639	ILT56	6.941567636	0.797206998	418	LT	Study6
640	ILT57	6.975418909	0.804979631	406	LT	Study6
641	ILT58	7.771693374	0.850813516	562	LT	Study6
642	ILT59	6.4612716	0.77029784	335	LT	Study6
643	ILT6	6.825166318	0.776943657	441	LT	Study6
644	ILT60	5.606650281	0.705903688	246	LT	Study6
645	ILT7	6.481738156	0.768467558	346	LT	Study6
646	ILT8	5.781357515	0.68543122	346	LT	Study6
647	ILT9	7.817716123	0.867552876	516	LT	Study6
